TITLE = "cavity_20000"
 VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
 ZONE T="cavity", I=100, J=100, K=1, F=POINT
-3.9731e-09 3.1217e-08 2.6782e+25 21.486 0.11339 274.7
-2.838e-09 -3.1217e-08 2.6759e+25 -2.7861 -0.10825 273.08
-2.838e-09 -3.0082e-08 2.6743e+25 -3.1153 -0.10581 273.17
-2.838e-09 -2.8947e-08 2.6717e+25 -3.3294 -0.12134 273.12
-2.838e-09 -2.7812e-08 2.6761e+25 -3.6458 0.021009 273.08
-2.838e-09 -2.6677e-08 2.676e+25 -3.826 0.20827 273.17
-2.838e-09 -2.5542e-08 2.6789e+25 -3.818 0.18596 272.81
-2.838e-09 -2.4406e-08 2.6756e+25 -3.913 0.20646 272.72
-2.838e-09 -2.3271e-08 2.6765e+25 -4.1633 0.22315 272.77
-2.838e-09 -2.2136e-08 2.6777e+25 -4.2218 0.30767 272.87
-2.838e-09 -2.1001e-08 2.6778e+25 -4.3205 0.36314 272.86
-2.838e-09 -1.9866e-08 2.6766e+25 -4.311 0.43916 272.94
-2.838e-09 -1.873e-08 2.6793e+25 -4.3332 0.36565 272.88
-2.838e-09 -1.7595e-08 2.678e+25 -4.4782 0.49471 273.32
-2.838e-09 -1.646e-08 2.679e+25 -4.5773 0.56022 273.04
-2.838e-09 -1.5325e-08 2.6765e+25 -4.61 0.61775 273.11
-2.838e-09 -1.419e-08 2.6789e+25 -4.5869 0.70154 272.91
-2.838e-09 -1.3055e-08 2.6755e+25 -4.7751 0.63212 273.01
-2.838e-09 -1.1919e-08 2.6755e+25 -4.6292 0.48614 273.16
-2.838e-09 -1.0784e-08 2.677e+25 -4.5793 0.63286 273.13
-2.838e-09 -9.649e-09 2.6785e+25 -4.6401 0.7767 272.93
-2.838e-09 -8.5138e-09 2.6767e+25 -4.7114 0.71926 273.07
-2.838e-09 -7.3787e-09 2.677e+25 -4.3633 0.93554 273.1
-2.838e-09 -6.2435e-09 2.6759e+25 -4.3568 0.74533 273.31
-2.838e-09 -5.1083e-09 2.6764e+25 -4.229 0.71995 273.07
-2.838e-09 -3.9731e-09 2.6734e+25 -4.3671 1.0169 273.22
-2.838e-09 -2.838e-09 2.6767e+25 -4.3986 1.0812 273.28
-2.838e-09 -1.7028e-09 2.6738e+25 -4.165 0.99324 273.51
-2.838e-09 -5.6759e-10 2.6748e+25 -4.2907 0.97383 273.22
-2.838e-09 5.6759e-10 2.6735e+25 -3.9064 1.0854 273.13
-2.838e-09 1.7028e-09 2.6732e+25 -3.5467 1.0959 273.1
-2.838e-09 2.838e-09 2.6722e+25 -3.2797 1.1718 273.45
-2.838e-09 3.9731e-09 2.6726e+25 -2.9949 1.2073 273.56
-2.838e-09 5.1083e-09 2.6761e+25 -2.9871 1.169 273.12
-2.838e-09 6.2435e-09 2.6749e+25 -2.8011 1.1064 273.25
-2.838e-09 7.3787e-09 2.6748e+25 -2.3459 1.3429 273.31
-2.838e-09 8.5138e-09 2.6729e+25 -1.9891 1.2485 273.42
-2.838e-09 9.649e-09 2.6724e+25 -1.4377 1.2803 273.56
-2.838e-09 1.0784e-08 2.6702e+25 -0.92099 1.168 273.84
-2.838e-09 1.1919e-08 2.6679e+25 -0.51435 1.1311 273.64
-2.838e-09 1.3055e-08 2.6706e+25 0.22222 1.1011 273.65
-2.838e-09 1.419e-08 2.6739e+25 0.8113 0.86597 273.6
-2.838e-09 1.5325e-08 2.6744e+25 1.5358 0.93831 273.87
-2.838e-09 1.646e-08 2.6715e+25 1.9636 1.0092 273.93
-2.838e-09 1.7595e-08 2.6724e+25 2.9922 0.83962 274.02
-2.838e-09 1.873e-08 2.6711e+25 4.0452 0.72772 274.07
-2.838e-09 1.9866e-08 2.6725e+25 5.0881 0.6509 274
-2.838e-09 2.1001e-08 2.6706e+25 5.9523 0.56477 274.08
-2.838e-09 2.2136e-08 2.6721e+25 7.292 0.57885 274.3
-2.838e-09 2.3271e-08 2.6735e+25 8.6093 0.54095 274.26
-2.838e-09 2.4406e-08 2.6719e+25 9.7307 0.37109 274.25
-2.838e-09 2.5542e-08 2.6736e+25 11.39 0.28069 274.52
-2.838e-09 2.6677e-08 2.6756e+25 12.768 0.31501 274.75
-2.838e-09 2.7812e-08 2.677e+25 14.809 0.29913 274.7
-2.838e-09 2.8947e-08 2.6797e+25 16.677 0.32837 274.59
-2.838e-09 3.0082e-08 2.6795e+25 18.703 0.13454 274.49
-2.838e-09 3.1217e-08 2.6795e+25 21.69 0.025857 274.6
-1.7028e-09 -3.1217e-08 2.6799e+25 -2.68 -0.012048 273.21
-1.7028e-09 -3.0082e-08 2.6787e+25 -3.0873 -0.082955 273.06
-1.7028e-09 -2.8947e-08 2.676e+25 -3.5018 0.13209 273.09
-1.7028e-09 -2.7812e-08 2.6816e+25 -3.7708 0.13379 273.14
-1.7028e-09 -2.6677e-08 2.6829e+25 -3.9796 0.10878 273.1
-1.7028e-09 -2.5542e-08 2.6806e+25 -3.7586 0.25666 273.11
-1.7028e-09 -2.4406e-08 2.678e+25 -3.8854 0.32575 273.14
-1.7028e-09 -2.3271e-08 2.6824e+25 -4.0965 0.17563 272.77
-1.7028e-09 -2.2136e-08 2.6846e+25 -4.2788 0.10855 272.75
-1.7028e-09 -2.1001e-08 2.6844e+25 -4.2288 0.26025 272.67
-1.7028e-09 -1.9866e-08 2.6783e+25 -4.248 0.17447 272.93
-1.7028e-09 -1.873e-08 2.6788e+25 -4.427 0.29822 273.26
-1.7028e-09 -1.7595e-08 2.6816e+25 -4.5861 0.36037 273.16
-1.7028e-09 -1.646e-08 2.6821e+25 -4.6336 0.37387 272.97
-1.7028e-09 -1.5325e-08 2.6823e+25 -4.6437 0.5175 272.92
-1.7028e-09 -1.419e-08 2.6801e+25 -4.6017 0.56358 273.04
-1.7028e-09 -1.3055e-08 2.679e+25 -4.5468 0.41927 273.05
-1.7028e-09 -1.1919e-08 2.6815e+25 -4.6824 0.70541 273.04
-1.7028e-09 -1.0784e-08 2.6827e+25 -4.7153 0.68459 273.04
-1.7028e-09 -9.649e-09 2.6803e+25 -4.6361 0.54726 273.25
-1.7028e-09 -8.5138e-09 2.6797e+25 -4.7178 0.45589 273.29
-1.7028e-09 -7.3787e-09 2.6808e+25 -4.3741 0.45754 273.13
-1.7028e-09 -6.2435e-09 2.6799e+25 -4.2924 0.66695 273.23
-1.7028e-09 -5.1083e-09 2.6775e+25 -4.2916 0.64847 273.21
-1.7028e-09 -3.9731e-09 2.6792e+25 -4.4494 0.54767 273.17
-1.7028e-09 -2.838e-09 2.6827e+25 -4.2015 0.48329 273.49
-1.7028e-09 -1.7028e-09 2.6794e+25 -4.3654 0.69334 273.29
-1.7028e-09 -5.6759e-10 2.6779e+25 -4.1685 0.82146 273.33
-1.7028e-09 5.6759e-10 2.6805e+25 -3.9913 0.58641 273.03
-1.7028e-09 1.7028e-09 2.6786e+25 -3.5952 0.76282 273.22
-1.7028e-09 2.838e-09 2.6797e+25 -3.3849 0.72778 273.4
-1.7028e-09 3.9731e-09 2.6778e+25 -3.1855 0.80519 273.55
-1.7028e-09 5.1083e-09 2.6797e+25 -2.8997 1.0053 273.49
-1.7028e-09 6.2435e-09 2.6805e+25 -2.7219 0.86804 273.42
-1.7028e-09 7.3787e-09 2.6782e+25 -2.3909 0.65788 273.41
-1.7028e-09 8.5138e-09 2.6778e+25 -2.0259 0.8047 273.5
-1.7028e-09 9.649e-09 2.6798e+25 -1.5466 0.88785 273.57
-1.7028e-09 1.0784e-08 2.6774e+25 -0.76197 0.81098 273.68
-1.7028e-09 1.1919e-08 2.6784e+25 -0.26841 0.56608 273.68
-1.7028e-09 1.3055e-08 2.6781e+25 0.20902 0.7805 273.58
-1.7028e-09 1.419e-08 2.6769e+25 0.69337 0.70298 273.74
-1.7028e-09 1.5325e-08 2.6787e+25 1.4619 0.87068 273.96
-1.7028e-09 1.646e-08 2.6782e+25 2.149 0.75908 273.85
-1.7028e-09 1.7595e-08 2.6769e+25 3.1555 0.49367 273.94
-1.7028e-09 1.873e-08 2.6756e+25 4.0547 0.44975 274.18
-1.7028e-09 1.9866e-08 2.6794e+25 5.141 0.64532 274.05
-1.7028e-09 2.1001e-08 2.6769e+25 6.1656 0.4633 274.11
-1.7028e-09 2.2136e-08 2.6762e+25 7.0371 0.34358 274.19
-1.7028e-09 2.3271e-08 2.6762e+25 8.7844 0.21335 274.24
-1.7028e-09 2.4406e-08 2.6773e+25 9.7949 0.30226 274.22
-1.7028e-09 2.5542e-08 2.681e+25 11.38 0.24818 274.51
-1.7028e-09 2.6677e-08 2.6811e+25 12.805 0.2579 274.59
-1.7028e-09 2.7812e-08 2.6832e+25 14.724 0.1083 274.71
-1.7028e-09 2.8947e-08 2.6851e+25 16.746 0.20782 274.77
-1.7028e-09 3.0082e-08 2.6831e+25 18.734 0.027222 274.65
-1.7028e-09 3.1217e-08 2.6847e+25 21.667 -0.073358 274.48
-5.6759e-10 -3.1217e-08 2.6817e+25 -2.7047 0.010851 273.27
-5.6759e-10 -3.0082e-08 2.6821e+25 -3.1429 -0.0026064 273.08
-5.6759e-10 -2.8947e-08 2.6834e+25 -3.5394 -0.033828 272.85
-5.6759e-10 -2.7812e-08 2.6847e+25 -3.6747 -0.056166 273.14
-5.6759e-10 -2.6677e-08 2.6841e+25 -3.8628 -0.1547 273
-5.6759e-10 -2.5542e-08 2.6828e+25 -4.0212 -0.161 273.1
-5.6759e-10 -2.4406e-08 2.6843e+25 -3.7988 -0.078961 273.12
-5.6759e-10 -2.3271e-08 2.6843e+25 -4.0847 0.038975 272.96
-5.6759e-10 -2.2136e-08 2.6881e+25 -4.3584 0.066375 272.74
-5.6759e-10 -2.1001e-08 2.6855e+25 -4.3418 0.093795 272.86
-5.6759e-10 -1.9866e-08 2.6833e+25 -4.2773 0.11851 272.99
-5.6759e-10 -1.873e-08 2.6862e+25 -4.3956 -0.052539 273.04
-5.6759e-10 -1.7595e-08 2.6853e+25 -4.6568 0.06886 272.88
-5.6759e-10 -1.646e-08 2.6814e+25 -4.6873 0.061685 273.05
-5.6759e-10 -1.5325e-08 2.6824e+25 -4.5574 0.095691 273.21
-5.6759e-10 -1.419e-08 2.6833e+25 -4.6423 0.010366 272.96
-5.6759e-10 -1.3055e-08 2.6836e+25 -4.6359 0.18186 272.99
-5.6759e-10 -1.1919e-08 2.6835e+25 -4.854 0.15721 272.87
-5.6759e-10 -1.0784e-08 2.6839e+25 -4.7314 0.24477 273.02
-5.6759e-10 -9.649e-09 2.6833e+25 -4.463 0.39498 273.1
-5.6759e-10 -8.5138e-09 2.6788e+25 -4.644 0.27081 273.42
-5.6759e-10 -7.3787e-09 2.6816e+25 -4.427 0.2094 273.13
-5.6759e-10 -6.2435e-09 2.6845e+25 -4.2896 0.14634 273.27
-5.6759e-10 -5.1083e-09 2.6839e+25 -4.3649 0.29238 273.5
-5.6759e-10 -3.9731e-09 2.6812e+25 -4.3953 0.3962 273.27
-5.6759e-10 -2.838e-09 2.6839e+25 -4.3244 0.42833 273.14
-5.6759e-10 -1.7028e-09 2.6835e+25 -4.456 0.34987 273.22
-5.6759e-10 -5.6759e-10 2.686e+25 -4.068 0.23477 273.18
-5.6759e-10 5.6759e-10 2.6837e+25 -3.8078 0.090768 273.55
-5.6759e-10 1.7028e-09 2.6846e+25 -3.7269 0.0082503 273.17
-5.6759e-10 2.838e-09 2.6832e+25 -3.6051 0.34591 273.25
-5.6759e-10 3.9731e-09 2.6838e+25 -3.2079 0.64171 273.38
-5.6759e-10 5.1083e-09 2.6869e+25 -2.7426 0.49448 273.46
-5.6759e-10 6.2435e-09 2.6851e+25 -2.6235 0.2886 273.28
-5.6759e-10 7.3787e-09 2.6828e+25 -2.4415 0.3448 273.42
-5.6759e-10 8.5138e-09 2.6835e+25 -2.0132 0.28984 273.59
-5.6759e-10 9.649e-09 2.6843e+25 -1.4053 0.14466 273.6
-5.6759e-10 1.0784e-08 2.6845e+25 -0.83314 0.31723 273.68
-5.6759e-10 1.1919e-08 2.6837e+25 -0.35093 0.45305 273.71
-5.6759e-10 1.3055e-08 2.6843e+25 0.17733 0.41721 273.62
-5.6759e-10 1.419e-08 2.6836e+25 0.63124 0.45326 273.94
-5.6759e-10 1.5325e-08 2.6855e+25 1.4492 0.38512 273.89
-5.6759e-10 1.646e-08 2.6861e+25 2.345 0.24848 273.75
-5.6759e-10 1.7595e-08 2.6835e+25 3.2566 0.34059 273.92
-5.6759e-10 1.873e-08 2.6827e+25 3.8296 0.39406 274.15
-5.6759e-10 1.9866e-08 2.6831e+25 5.3041 0.16483 273.99
-5.6759e-10 2.1001e-08 2.6836e+25 5.9765 0.21268 274.26
-5.6759e-10 2.2136e-08 2.6835e+25 7.2847 0.30285 274.19
-5.6759e-10 2.3271e-08 2.6831e+25 8.7464 0.33581 274.29
-5.6759e-10 2.4406e-08 2.6856e+25 9.674 0.39804 274.32
-5.6759e-10 2.5542e-08 2.6893e+25 11.349 0.27111 274.37
-5.6759e-10 2.6677e-08 2.6875e+25 12.923 0.18634 274.51
-5.6759e-10 2.7812e-08 2.6855e+25 14.711 0.066837 274.74
-5.6759e-10 2.8947e-08 2.6866e+25 16.791 0.033346 274.81
-5.6759e-10 3.0082e-08 2.6885e+25 18.817 0.051563 274.58
-5.6759e-10 3.1217e-08 2.6872e+25 21.616 0.12559 274.67
5.6759e-10 -3.1217e-08 2.6839e+25 -2.6269 -0.02626 273.29
5.6759e-10 -3.0082e-08 2.6854e+25 -3.0623 -0.026356 273.17
5.6759e-10 -2.8947e-08 2.6842e+25 -3.6035 -0.14012 272.94
5.6759e-10 -2.7812e-08 2.6865e+25 -3.5202 -0.0076885 273.02
5.6759e-10 -2.6677e-08 2.6855e+25 -3.9551 -0.1323 273.17
5.6759e-10 -2.5542e-08 2.6876e+25 -3.9976 -0.10984 273.15
5.6759e-10 -2.4406e-08 2.6886e+25 -4.0366 -0.15479 273.08
5.6759e-10 -2.3271e-08 2.6868e+25 -3.944 -0.062806 272.94
5.6759e-10 -2.2136e-08 2.6902e+25 -4.2501 -0.13265 273.09
5.6759e-10 -2.1001e-08 2.6905e+25 -4.2835 -0.15517 272.91
5.6759e-10 -1.9866e-08 2.6897e+25 -4.3296 -0.2633 272.97
5.6759e-10 -1.873e-08 2.6892e+25 -4.47 0.0026503 273.06
5.6759e-10 -1.7595e-08 2.6883e+25 -4.5351 0.0051376 273.17
5.6759e-10 -1.646e-08 2.6868e+25 -4.687 -0.19089 272.86
5.6759e-10 -1.5325e-08 2.6899e+25 -4.7174 -0.022184 272.92
5.6759e-10 -1.419e-08 2.6868e+25 -4.5422 0.041752 273.06
5.6759e-10 -1.3055e-08 2.6878e+25 -4.7035 0.036214 273.18
5.6759e-10 -1.1919e-08 2.6887e+25 -4.8542 -0.093274 273.02
5.6759e-10 -1.0784e-08 2.6882e+25 -4.7378 -0.040005 273.06
5.6759e-10 -9.649e-09 2.6879e+25 -4.5696 -0.015419 273.08
5.6759e-10 -8.5138e-09 2.6864e+25 -4.5165 0.088897 273.18
5.6759e-10 -7.3787e-09 2.6899e+25 -4.3511 -0.071879 273.24
5.6759e-10 -6.2435e-09 2.6876e+25 -4.262 -0.13226 273.14
5.6759e-10 -5.1083e-09 2.6881e+25 -4.6335 -0.013572 273.24
5.6759e-10 -3.9731e-09 2.6902e+25 -4.3513 -0.024962 273.03
5.6759e-10 -2.838e-09 2.692e+25 -4.3254 -0.11743 273.02
5.6759e-10 -1.7028e-09 2.689e+25 -4.216 -0.047399 273.27
5.6759e-10 -5.6759e-10 2.6911e+25 -4.0215 -0.27165 273.13
5.6759e-10 5.6759e-10 2.689e+25 -3.7622 -0.15181 273.38
5.6759e-10 1.7028e-09 2.6898e+25 -3.8922 -0.035806 273.34
5.6759e-10 2.838e-09 2.6904e+25 -3.5694 -0.044953 273.17
5.6759e-10 3.9731e-09 2.691e+25 -3.3223 -0.23088 273.35
5.6759e-10 5.1083e-09 2.6904e+25 -2.6611 -0.15813 273.4
5.6759e-10 6.2435e-09 2.6914e+25 -2.5206 -0.01788 273.4
5.6759e-10 7.3787e-09 2.6894e+25 -2.3371 -0.10195 273.63
5.6759e-10 8.5138e-09 2.6879e+25 -1.9466 -0.23744 273.81
5.6759e-10 9.649e-09 2.6903e+25 -1.6898 -0.17879 273.73
5.6759e-10 1.0784e-08 2.69e+25 -0.98066 -0.014403 273.78
5.6759e-10 1.1919e-08 2.6908e+25 -0.43144 0.11515 273.59
5.6759e-10 1.3055e-08 2.6871e+25 0.24864 0.12019 274.03
5.6759e-10 1.419e-08 2.689e+25 0.66149 0.076509 273.86
5.6759e-10 1.5325e-08 2.6885e+25 1.58 0.15332 274.14
5.6759e-10 1.646e-08 2.6884e+25 2.1925 0.2475 274.13
5.6759e-10 1.7595e-08 2.6856e+25 3.3173 0.11153 274.27
5.6759e-10 1.873e-08 2.6888e+25 4.0907 0.084656 274.24
5.6759e-10 1.9866e-08 2.6898e+25 5.1433 0.025284 274.46
5.6759e-10 2.1001e-08 2.6901e+25 6.0122 0.11487 274.42
5.6759e-10 2.2136e-08 2.6905e+25 7.1457 0.058309 274.48
5.6759e-10 2.3271e-08 2.6899e+25 8.5358 0.21807 274.4
5.6759e-10 2.4406e-08 2.6909e+25 9.9389 -0.00739 274.48
5.6759e-10 2.5542e-08 2.6918e+25 11.466 -0.0097031 274.52
5.6759e-10 2.6677e-08 2.6919e+25 13.082 -0.33993 274.54
5.6759e-10 2.7812e-08 2.6934e+25 14.655 -0.23864 274.75
5.6759e-10 2.8947e-08 2.6949e+25 16.659 -0.1231 274.63
5.6759e-10 3.0082e-08 2.6947e+25 18.725 -0.019086 274.72
5.6759e-10 3.1217e-08 2.6949e+25 21.586 -0.032473 274.76
1.7028e-09 -3.1217e-08 2.6888e+25 -2.7017 0.058255 273.31
1.7028e-09 -3.0082e-08 2.6876e+25 -2.9281 0.09103 273.07
1.7028e-09 -2.8947e-08 2.6857e+25 -3.4994 0.05097 273.28
1.7028e-09 -2.7812e-08 2.6873e+25 -3.7151 -0.050999 273.25
1.7028e-09 -2.6677e-08 2.6886e+25 -3.7479 0.0086721 272.95
1.7028e-09 -2.5542e-08 2.6887e+25 -3.927 -0.044938 272.95
1.7028e-09 -2.4406e-08 2.6919e+25 -4.0329 -0.091137 272.99
1.7028e-09 -2.3271e-08 2.6922e+25 -4.0673 -0.11288 272.93
1.7028e-09 -2.2136e-08 2.6908e+25 -4.1689 -0.25859 272.97
1.7028e-09 -2.1001e-08 2.6903e+25 -4.2657 -0.32552 273.17
1.7028e-09 -1.9866e-08 2.6895e+25 -4.382 -0.21762 273.41
1.7028e-09 -1.873e-08 2.6907e+25 -4.4832 -0.2122 273.17
1.7028e-09 -1.7595e-08 2.6934e+25 -4.6409 -0.10769 273.09
1.7028e-09 -1.646e-08 2.6912e+25 -4.5931 -0.16982 273.22
1.7028e-09 -1.5325e-08 2.6882e+25 -4.7703 -0.23606 273.43
1.7028e-09 -1.419e-08 2.6875e+25 -4.6445 -0.16385 273.36
1.7028e-09 -1.3055e-08 2.6934e+25 -4.5905 -0.067648 273.17
1.7028e-09 -1.1919e-08 2.6908e+25 -4.798 0.015912 273.24
1.7028e-09 -1.0784e-08 2.6894e+25 -4.6563 -0.20655 273.32
1.7028e-09 -9.649e-09 2.6901e+25 -4.6652 -0.39953 273.49
1.7028e-09 -8.5138e-09 2.6924e+25 -4.4267 -0.38942 273.13
1.7028e-09 -7.3787e-09 2.6905e+25 -4.3351 -0.36736 273.13
1.7028e-09 -6.2435e-09 2.6923e+25 -4.4172 -0.31234 273.35
1.7028e-09 -5.1083e-09 2.6921e+25 -4.424 -0.37015 273.38
1.7028e-09 -3.9731e-09 2.6924e+25 -4.3692 -0.4839 273.27
1.7028e-09 -2.838e-09 2.694e+25 -4.2604 -0.41972 273.14
1.7028e-09 -1.7028e-09 2.6936e+25 -4.1957 -0.63499 273.43
1.7028e-09 -5.6759e-10 2.6901e+25 -4.018 -0.67091 273.67
1.7028e-09 5.6759e-10 2.6949e+25 -3.7707 -0.51772 273.55
1.7028e-09 1.7028e-09 2.6955e+25 -3.9503 -0.48713 273.45
1.7028e-09 2.838e-09 2.6961e+25 -3.478 -0.58296 273.31
1.7028e-09 3.9731e-09 2.6899e+25 -3.2971 -0.49857 273.53
1.7028e-09 5.1083e-09 2.6931e+25 -2.8745 -0.42706 273.69
1.7028e-09 6.2435e-09 2.6935e+25 -2.551 -0.47883 273.76
1.7028e-09 7.3787e-09 2.6927e+25 -2.3725 -0.45325 273.83
1.7028e-09 8.5138e-09 2.6947e+25 -2.0114 -0.18732 273.87
1.7028e-09 9.649e-09 2.6953e+25 -1.5127 -0.16723 273.78
1.7028e-09 1.0784e-08 2.6954e+25 -1.0944 -0.19419 273.76
1.7028e-09 1.1919e-08 2.6959e+25 -0.2832 -0.31273 273.68
1.7028e-09 1.3055e-08 2.6965e+25 -0.017527 -0.26857 273.89
1.7028e-09 1.419e-08 2.6976e+25 0.71806 -0.11434 274
1.7028e-09 1.5325e-08 2.694e+25 1.4193 -0.19417 274.16
1.7028e-09 1.646e-08 2.6929e+25 2.2721 -0.20584 274.29
1.7028e-09 1.7595e-08 2.6947e+25 3.3283 -0.028176 274.25
1.7028e-09 1.873e-08 2.6917e+25 4.0702 -0.1925 274.17
1.7028e-09 1.9866e-08 2.6982e+25 5.2028 -0.030877 274.39
1.7028e-09 2.1001e-08 2.7005e+25 5.8787 -0.06298 274.33
1.7028e-09 2.2136e-08 2.6975e+25 7.1858 0.03689 274.3
1.7028e-09 2.3271e-08 2.6953e+25 8.49 -0.16036 274.57
1.7028e-09 2.4406e-08 2.6959e+25 9.9812 -0.085829 274.6
1.7028e-09 2.5542e-08 2.6957e+25 11.586 -0.1068 274.61
1.7028e-09 2.6677e-08 2.6962e+25 13.018 0.032934 274.51
1.7028e-09 2.7812e-08 2.7003e+25 14.608 0.021614 274.69
1.7028e-09 2.8947e-08 2.7018e+25 16.468 -0.15106 274.9
1.7028e-09 3.0082e-08 2.6992e+25 18.711 -0.17274 274.59
1.7028e-09 3.1217e-08 2.701e+25 21.515 -0.0027132 274.56
2.838e-09 -3.1217e-08 2.6898e+25 -2.6458 -0.020696 273.43
2.838e-09 -3.0082e-08 2.6954e+25 -3.0598 -0.065267 272.94
2.838e-09 -2.8947e-08 2.6897e+25 -3.4075 -0.23731 273.15
2.838e-09 -2.7812e-08 2.6935e+25 -3.7212 -0.1624 273.3
2.838e-09 -2.6677e-08 2.692e+25 -3.7141 -0.076933 273.35
2.838e-09 -2.5542e-08 2.692e+25 -3.9121 -0.34429 273.11
2.838e-09 -2.4406e-08 2.6915e+25 -4.0196 -0.34068 273.21
2.838e-09 -2.3271e-08 2.6944e+25 -3.7859 -0.35179 273.1
2.838e-09 -2.2136e-08 2.6916e+25 -4.1812 -0.29926 273.02
2.838e-09 -2.1001e-08 2.6912e+25 -4.3767 -0.25588 273.22
2.838e-09 -1.9866e-08 2.6946e+25 -4.4842 -0.041936 272.97
2.838e-09 -1.873e-08 2.6947e+25 -4.6133 -0.073755 273.13
2.838e-09 -1.7595e-08 2.6972e+25 -4.4703 -0.12794 273.15
2.838e-09 -1.646e-08 2.6967e+25 -4.5161 -0.16808 273.09
2.838e-09 -1.5325e-08 2.6925e+25 -4.8459 -0.33303 273.39
2.838e-09 -1.419e-08 2.6927e+25 -4.7021 -0.20159 273.29
2.838e-09 -1.3055e-08 2.6955e+25 -4.7004 -0.29273 273.22
2.838e-09 -1.1919e-08 2.6957e+25 -4.767 -0.50674 273.29
2.838e-09 -1.0784e-08 2.697e+25 -4.3239 -0.48712 273.12
2.838e-09 -9.649e-09 2.6941e+25 -4.6443 -0.37354 273.32
2.838e-09 -8.5138e-09 2.6968e+25 -4.3926 -0.66131 273.22
2.838e-09 -7.3787e-09 2.6989e+25 -4.3772 -0.58433 273.2
2.838e-09 -6.2435e-09 2.6982e+25 -4.2613 -0.61008 273.33
2.838e-09 -5.1083e-09 2.696e+25 -4.3476 -0.69684 273.26
2.838e-09 -3.9731e-09 2.6967e+25 -4.3465 -0.75704 273.27
2.838e-09 -2.838e-09 2.6974e+25 -4.1783 -0.7592 273.39
2.838e-09 -1.7028e-09 2.6983e+25 -3.9334 -0.7894 273.38
2.838e-09 -5.6759e-10 2.698e+25 -4.111 -0.91426 273.25
2.838e-09 5.6759e-10 2.7008e+25 -3.9516 -0.78166 273.51
2.838e-09 1.7028e-09 2.6993e+25 -3.7834 -0.86739 273.39
2.838e-09 2.838e-09 2.6956e+25 -3.5083 -0.71076 273.47
2.838e-09 3.9731e-09 2.6958e+25 -3.385 -0.81472 273.77
2.838e-09 5.1083e-09 2.6979e+25 -2.8132 -0.66317 273.79
2.838e-09 6.2435e-09 2.6995e+25 -2.469 -0.63483 273.66
2.838e-09 7.3787e-09 2.6999e+25 -2.4057 -0.70217 273.85
2.838e-09 8.5138e-09 2.6992e+25 -2.0957 -0.70437 274.05
2.838e-09 9.649e-09 2.7009e+25 -1.5993 -0.80428 273.97
2.838e-09 1.0784e-08 2.7024e+25 -1.0049 -0.76917 273.74
2.838e-09 1.1919e-08 2.7011e+25 -0.40071 -0.66171 273.84
2.838e-09 1.3055e-08 2.7009e+25 -0.033163 -0.54307 273.87
2.838e-09 1.419e-08 2.7015e+25 0.91675 -0.77304 273.9
2.838e-09 1.5325e-08 2.7034e+25 1.3996 -0.65079 274.22
2.838e-09 1.646e-08 2.7023e+25 2.137 -0.76706 274.1
2.838e-09 1.7595e-08 2.7032e+25 3.2052 -0.6597 274.11
2.838e-09 1.873e-08 2.7036e+25 3.8826 -0.41497 274.51
2.838e-09 1.9866e-08 2.7011e+25 5.0818 -0.26106 274.46
2.838e-09 2.1001e-08 2.7068e+25 5.8975 -0.14289 274.44
2.838e-09 2.2136e-08 2.7037e+25 7.3796 -0.2886 274.34
2.838e-09 2.3271e-08 2.6995e+25 8.3958 -0.22004 274.51
2.838e-09 2.4406e-08 2.7013e+25 9.9824 -0.24199 274.74
2.838e-09 2.5542e-08 2.7007e+25 11.333 -0.14823 274.7
2.838e-09 2.6677e-08 2.7015e+25 12.969 -0.095131 274.67
2.838e-09 2.7812e-08 2.7065e+25 14.681 -0.015738 274.65
2.838e-09 2.8947e-08 2.7043e+25 16.535 -0.08265 274.71
2.838e-09 3.0082e-08 2.7003e+25 18.546 0.076416 274.81
2.838e-09 3.1217e-08 2.7015e+25 21.462 -0.048921 274.72
3.9731e-09 -3.1217e-08 2.6948e+25 -2.5621 -0.11178 273.31
3.9731e-09 -3.0082e-08 2.695e+25 -2.9237 -0.17819 273.2
3.9731e-09 -2.8947e-08 2.6983e+25 -3.4307 -0.062392 273.11
3.9731e-09 -2.7812e-08 2.6979e+25 -3.6854 -0.084777 272.95
3.9731e-09 -2.6677e-08 2.6957e+25 -3.5351 -0.2616 273.07
3.9731e-09 -2.5542e-08 2.6951e+25 -3.8441 -0.17394 273.33
3.9731e-09 -2.4406e-08 2.6937e+25 -3.9074 -0.19418 273.56
3.9731e-09 -2.3271e-08 2.698e+25 -4.0197 -0.33667 273.24
3.9731e-09 -2.2136e-08 2.6944e+25 -4.1408 -0.2165 273.35
3.9731e-09 -2.1001e-08 2.6988e+25 -4.5469 -0.17764 273.15
3.9731e-09 -1.9866e-08 2.6964e+25 -4.3923 -0.34582 273.19
3.9731e-09 -1.873e-08 2.6991e+25 -4.4013 -0.4367 273.1
3.9731e-09 -1.7595e-08 2.6947e+25 -4.4944 -0.48068 273.3
3.9731e-09 -1.646e-08 2.6961e+25 -4.5024 -0.36436 273.49
3.9731e-09 -1.5325e-08 2.6962e+25 -4.639 -0.38992 273.38
3.9731e-09 -1.419e-08 2.697e+25 -4.7189 -0.60892 273.3
